"(0, 0, 0)","(0, 0, 128)","(0, 0, 255)","(0, 128, 0)","(0, 128, 128)","(0, 128, 255)","(0, 255, 0)","(0, 255, 128)","(0, 255, 255)","(128, 0, 0)","(128, 0, 128)","(128, 0, 255)","(128, 128, 0)","(128, 128, 128)","(128, 128, 255)","(128, 255, 0)","(128, 255, 128)","(128, 255, 255)","(255, 0, 0)","(255, 0, 128)","(255, 0, 255)","(255, 128, 0)","(255, 128, 128)","(255, 128, 255)","(255, 255, 0)","(255, 255, 128)","(255, 255, 255)",end_frame,end_time,img_path,length,middle_frame,start_frame,start_time
12281.52980324074,8187.686535493827,8187.686535493827,8187.686535493827,4093.8432677469136,4093.8432677469136,8187.686535493827,4093.8432677469136,4093.8432677469136,8187.686535493827,4093.8432677469136,4093.8432677469136,4093.8432677469136,0.0,0.0,4093.8432677469136,0.0,0.0,8187.686535493827,4093.8432677469136,4093.8432677469136,4093.8432677469136,0.0,0.0,4093.8432677469136,0.0,0.0,134.0,4.471133333333333,temp_imgs\Beep\0000.png,00:00:04.471,67.0,0.0,0.0
5436.7429162379885,5028.373191550919,3613.8410493827128,5093.850172003607,4685.480447316549,3270.948305148342,3735.200089484732,3326.830364797684,1912.2982226294575,5294.412795246057,4886.043070558998,3471.510928390811,4951.520051011678,4543.150326324574,3128.6181841563803,3592.8699684928342,3184.500243805725,1769.9681016375137,3959.588297860935,3551.21857317389,2136.6864310056553,3616.6955536265746,3208.3258289394666,1793.7936867712554,2258.0454711076827,1849.6757464206116,435.14360425240034,1594.0,53.18646666666667,temp_imgs\Beep\0001.png,00:00:48.715,864.0,134.0,4.471133333333333
4870.497149348421,4596.607100372947,3287.1534448945513,4677.952452524885,4404.062403549409,3094.6087480710057,3392.576688957482,3118.6866399820065,1809.2329845035983,5008.3062119555925,4734.4161629801165,3424.962507501725,4815.761515132039,4541.871466156544,3232.417810678163,3530.3857515646423,3256.4957025891695,1947.0420471107661,3543.6107949674297,3269.720745991951,1960.2670905135492,3351.066098143882,3077.176049168378,1767.7223936899823,2065.690334576473,1791.8002856009982,482.34663012259966,2189.0,73.03963333333334,temp_imgs\Beep\0002.png,00:00:19.853,1891.0,1594.0,53.18646666666667
11354.475474751309,7430.087052040427,7402.814045889017,7604.500436706961,3680.1120139960417,3652.8390078446355,7550.816384816529,3626.42796210561,3599.1549559542023,7886.021985382409,3961.6335626714504,3934.3605565200437,4136.046947337932,211.65852462705763,184.3855184756516,4082.3628954475003,157.97447273662561,130.70146658521946,7755.320518797189,3830.932096086228,3803.6590899348184,4005.3454807527146,80.95705804183805,53.684051890432094,3951.6614288622854,27.27300615140604,0.0,6687.0,223.12290000000002,temp_imgs\Beep\0003.png,00:02:30.083,4438.0,2189.0,73.03963333333334
8642.355495541833,6599.21617530435,5832.20278742283,6334.992889446152,4291.853569208692,3524.8401813271707,5718.183438357348,3675.044118119863,2908.0307302383253,6369.393505122631,4326.25418488518,3559.240797003643,4062.030899026924,2018.891578789439,1251.8781909079241,3445.22144793809,1402.0821277006212,635.0687398191005,5734.324765303535,3691.185445066058,2924.1720571845062,3426.9621592078165,1383.8228389703388,616.809451088822,2810.1527081189856,767.0133878815178,0.0,6851.0,228.59503333333333,temp_imgs\Beep\0004.png,00:00:05.472,6769.0,6687.0,223.12290000000002
10235.778530628435,6606.442263588797,6512.659917802621,7091.506349665658,3462.170082626026,3368.3877368398475,6829.617857295968,3200.281590256342,3106.4992444701593,7650.820028506582,4021.483761466903,3927.701415680725,4506.547847543685,877.2115805041169,783.4292347179386,4244.65935517399,615.3230881344299,521.5407423482513,7139.479699824295,3510.1434327846296,3416.361086998451,3995.2075188614067,365.87125182184525,272.08890603566545,3733.319026491729,103.98275945216047,10.200413665980797,7675.0,256.0891666666667,temp_imgs\Beep\0005.png,00:00:27.494,7263.0,6851.0,228.59503333333333
3827.9297062542832,4306.131462191362,2371.932163065844,4775.015675904508,5253.217431841555,3319.0181327160703,2621.9036726251747,3100.105428562249,1165.9061294367257,4855.013867455437,5333.215623392448,3399.0163242670174,5802.099837105634,6280.301593042674,4346.10229391716,3648.987833826319,4127.189589763383,2192.990290637862,2662.023576817562,3140.2253327546377,1206.0260336291128,3609.109546467762,4087.3113024048475,2153.1120032793233,1455.9975431884434,1934.1992991255174,0.0,8195.0,273.43983333333335,temp_imgs\Beep\0006.png,00:00:17.351,7935.0,7675.0,256.0891666666667
8302.196306477183,4843.938504693928,4807.462143132714,5624.880243162689,2166.6224413794525,2130.146079818238,5457.46242980543,1999.204628022135,1962.7282664609238,7412.625208976384,3954.3674071930554,3917.8910456318413,4735.309145661889,1277.0513438786113,1240.574982317395,4567.891332304568,1109.6335305212708,1073.1571689600569,6339.4680400162515,2881.210238233016,2844.7338766718008,3662.1519767018526,203.8941749185508,167.41781335733694,3494.7341633445208,36.476361561214006,0.0,8796.0,293.4932,temp_imgs\Beep\0007.png,00:00:20.053,8495.0,8195.0,273.43983333333335
6681.012447488005,5832.697048611111,4493.225008573412,5849.875803755146,5001.560404878268,3662.088364840541,4503.424583654843,3655.109184777953,2315.6371447402184,5605.2352162636935,4756.919817386855,3417.4477773491267,4774.09857253087,3925.78317365398,2586.3111336162597,3427.647352430561,2579.3319535536675,1239.8599135159477,4365.37530274776,3517.0599038709006,2177.5878638331596,3534.2386590149263,2685.9232601380318,1346.45122010031,2187.787438914603,1339.4720400377246,0.0,9020.0,300.96733333333333,temp_imgs\Beep\0008.png,00:00:07.474,8908.0,8796.0,293.4932
11551.17578392915,7686.894158843424,7616.427956747226,7774.026732896113,3909.745107810332,3839.2789057141426,7679.96270308215,3815.681077996377,3745.2148759001843,7976.104970421849,4111.823345336038,4041.357143239846,4198.955919388685,334.67429430298364,264.2080922067901,4104.891889574728,240.61026448902604,170.14406239283258,7805.960908029015,3941.6792829432047,3871.2130808470106,4028.811856995856,164.53023191015086,94.06402981395743,3934.7478271819036,70.46620209619338,0.0,10239.0,341.6413,temp_imgs\Beep\0009.png,00:00:40.674,9629.0,9020.0,300.96733333333333
11173.978732638816,7308.773625042824,7287.41944498024,7507.444120263185,3642.239012667208,3620.884832604623,7422.4870568629785,3557.281949267002,3535.927769204415,7784.12525184326,3918.9201442472263,3897.5659641846405,4117.590639467611,252.3855318715707,231.03135180898497,4032.6335760674065,167.42846847136477,146.07428840877898,7655.4687553583435,3790.2636477623164,3768.90946769973,3988.9341429826986,123.72903538665977,102.37485532407408,3903.97707958249,38.77197198645403,17.417791923868315,13311.0,444.1437,temp_imgs\Beep\0010.png,00:01:42.502,11775.0,10239.0,341.6413
4504.997269911687,4358.126762902962,2770.5595019933126,4909.738664373277,4762.868157364559,3175.300896454928,3092.476624121235,2945.6061171125175,1358.0388562028452,5015.430526084535,4868.560019075775,3280.992758166169,5420.171920546162,5273.301413537365,3685.734152627733,3602.909880294057,3456.039373285313,1868.472112375687,3146.9584137088536,3000.0879067001383,1412.5206457904665,3551.699808170433,3404.8293011616997,1817.2620402520622,1734.437767918374,1587.5672609096466,0.0,14242.0,475.2080666666667,temp_imgs\Beep\0011.png,00:00:31.064,13776.0,13311.0,444.1437
11848.213563100144,7957.599743334189,7886.537980109738,7978.953041945299,4088.3392221793556,4017.2774589549063,7901.072230795612,4010.4584110296655,3939.396647805214,7992.676046489196,4102.062226723252,4031.0004634988027,4123.415525334363,232.80170556841577,161.73994234396415,4045.534714184674,154.92089441872415,83.85913119427288,7908.816915294926,4018.2030955289806,3947.1413323045294,4039.556394140092,148.94257437414254,77.88081114969131,3961.6755829904,71.06176322445128,0.0,15450.0,515.515,temp_imgs\Beep\0012.png,00:00:40.307,14846.0,14242.0,475.2080666666667
115.73019547325093,1046.4766134044949,2672.8871822489,1152.441374099793,2083.187792031036,3709.598360875551,2677.8558116854247,3608.6022296166648,5235.012798461196,1001.6982113768871,1932.4446293081294,3558.8551981526402,2038.4093900034277,2969.1558079346732,4595.566376779118,3563.823827589058,4494.570245520394,6120.98081436484,2982.981468085487,3913.72788601673,5540.138454861024,4019.692646712031,4950.439064643265,6576.849633487448,5545.107084297889,6475.853502229227,8102.264071073465,16112.0,537.6037333333334,temp_imgs\Beep\0013.png,00:00:22.089,15781.0,15450.0,515.515
